key	CM01_24_S247	CM02_14_S245	CM02_2_S14	CM02_5_S246	CM02_91_S238	CM03_34_S239	CM03_42_S4	CM03_47_S15	CM03_84_S248	CM06_11_S6	CM06_28_S240	CM06_29_S244	CM06_64_S241	CM07_26_S11	CM07_31_S12	CM1_23_S50	CM1_26_S52	CM1_30_S215	CM7_52_S47	CM7_69_S49	CM7_88B_S63	GCA_003434455_1_ASM343445v1_genomic	GCA_008679275_1_ASM867927v1_genomic	GCA_008680515_1_ASM868051v1_genomic	GCA_008680995_1_ASM868099v1_genomic	GCA_014866065_1_ASM1486606v1_genomic	GCA_017850655_1_ASM1785065v1_genomic	GCA_017851275_1_ASM1785127v1_genomic	GCA_017888015_1_ASM1788801v1_genomic	GCA_018364275_1_ASM1836427v1_genomic	GCA_018365775_1_ASM1836577v1_genomic	GCA_018375095_1_ASM1837509v1_genomic	GCA_018381315_1_ASM1838131v1_genomic	GCA_019114985_1_ASM1911498v1_genomic	GCA_019119895_1_ASM1911989v1_genomic	GCA_900066705_1_14207_7_32_genomic	GCA_904419485_1_Chicken_16_mag_180_genomic	GCA_904419565_1_Chicken_21_mag_8_genomic	GCA_905199235_1_SRR2912801_mag_bin_12_genomic	GCA_905206325_1_ERR1600569_mag_bin_31_genomic	GCA_910574135_1_MGBC000029_genomic	GCA_910574775_1_MGBC000097_genomic	GCA_910574945_1_MGBC000090_genomic	GCA_910575065_1_MGBC000096_genomic	GCA_910575135_1_MGBC000098_genomic	GCF_000154305_1_ASM15430v1_genomic	GCF_000154545_1_ASM15454v1_genomic	GCF_000185525_1_ASM18552v1_genomic	GCF_000185825_1_ASM18582v1_genomic	GCF_000210695_1_ASM21069v1_genomic	GCF_000332875_2_ASM33287v2_genomic	GCF_000432215_1_MGS276_genomic	GCF_000508985_1_ASM50898v1_genomic	GCF_000876135_1_ASM87613v1_genomic	GCF_001304975_1_ASM130497v1_genomic	GCF_001404835_1_14207_7_31_genomic	GCF_001404955_1_13470_2_79_genomic	GCF_001405635_1_14207_7_82_genomic	GCF_001405715_1_13414_6_52_genomic	GCF_001998765_1_ASM199876v1_genomic	GCF_002270485_1_ASM227048v1_genomic	GCF_003461705_1_ASM346170v1_genomic	GCF_003461725_1_ASM346172v1_genomic	GCF_003473625_1_ASM347362v1_genomic	GCF_003473725_1_ASM347372v1_genomic	GCF_003477415_1_ASM347741v1_genomic	GCF_003480775_1_ASM348077v1_genomic	GCF_003480825_1_ASM348082v1_genomic	GCF_003481105_1_ASM348110v1_genomic	GCF_003481805_1_ASM348180v1_genomic	GCF_005280655_1_ASM528065v1_genomic	GCF_008416325_1_ASM841632v1_genomic	GCF_013302355_1_ASM1330235v1_genomic	GCF_013302445_1_ASM1330244v1_genomic	GCF_013302455_1_ASM1330245v1_genomic	GCF_013302465_1_ASM1330246v1_genomic	GCF_013302475_1_ASM1330247v1_genomic	GCF_013302525_1_ASM1330252v1_genomic	GCF_013302545_1_ASM1330254v1_genomic	GCF_013302555_1_ASM1330255v1_genomic	GCF_013302565_1_ASM1330256v1_genomic	GCF_013302595_1_ASM1330259v1_genomic	GCF_013302605_1_ASM1330260v1_genomic	GCF_013302645_1_ASM1330264v1_genomic	GCF_013302665_1_ASM1330266v1_genomic	GCF_013302675_1_ASM1330267v1_genomic	GCF_013302685_1_ASM1330268v1_genomic	GCF_013302715_1_ASM1330271v1_genomic	GCF_013302745_1_ASM1330274v1_genomic	GCF_013302755_1_ASM1330275v1_genomic	GCF_013302785_1_ASM1330278v1_genomic	GCF_013302795_1_ASM1330279v1_genomic	GCF_013302815_1_ASM1330281v1_genomic	GCF_013302845_1_ASM1330284v1_genomic	GCF_013302855_1_ASM1330285v1_genomic	GCF_013303175_1_ASM1330317v1_genomic	GCF_013303185_1_ASM1330318v1_genomic	GCF_013303225_1_ASM1330322v1_genomic	GCF_013304505_1_ASM1330450v1_genomic	GCF_013304555_1_ASM1330455v1_genomic	GCF_014131675_1_ASM1413167v1_genomic	GCF_014290215_1_ASM1429021v1_genomic	GCF_014467075_1_ASM1446707v1_genomic	GCF_015554695_1_ASM1555469v1_genomic	GCF_016586355_1_ASM1658635v1_genomic	GCF_017776395_1_ASM1777639v1_genomic	GCF_017776445_1_ASM1777644v1_genomic	GCF_017776475_1_ASM1777647v1_genomic	GCF_018223505_1_ASM1822350v1_genomic	GCF_018786105_1_ASM1878610v1_genomic	GCF_018786145_1_ASM1878614v1_genomic	GCF_018786165_1_ASM1878616v1_genomic	GCF_018918155_1_ASM1891815v1_genomic	GCF_018982945_1_ASM1898294v1_genomic	GCF_900624715_1_81B4_genomic	GCF_902362655_1_MGYG_HGUT_00052_genomic	GCF_902362875_1_MGYG_HGUT_00065_genomic	GCF_902362985_1_MGYG_HGUT_00080_genomic	GCF_902388025_1_UHGG_MGYG_HGUT_02528_genomic	SRR13592713	SRR13592785	SRR13592839	SRR18440051	SRR18440091	SRR18440093	SRR18440101
CM01_24_S247	1.0	0.9847425130679534	0.9819216666666667	0.9855107065217392	0.7266331491712709	0.7266897898230089	0.9841349938195303	0.9846413872135104	0.9846909807073955	0.985885181668043	0.7298018948521359	0.9858155973542786	0.7297162800875273	0.9820823547400612	0.9820238286713288	0.981621687062937	0.9816780392156862	0.9993374536256323	0.9820815159458277	0.9816991234191016	0.9999020274798929	0.7270099342825849	0.9842133686890115	0.9834299905437353	0.9844227824267782	0.9834206005586592	0.9824710922541341	0.9833500125470515	0.7481885451197055	0.7265680504587155	0.9846991110147442	0.7254618576195773	0.7283623687150838	0.7493368576544315	0.7460021492007105	0.8751616550615962	0.7468877522123893	0.7489356956521739	0.7251904667444575	0.8798551702959241	0.7279567408231368	0.7279813570634039	0.7280196213808463	0.7279849944382647	0.7279911123470524	0.7270917888888889	0.9855268271243197	0.9861310185967878	0.7267113452914797	0.985481234462066	0.9847263540290621	0.7247947742663657	0.7279743846153847	0.9833754789272031	0.7283899782372143	0.987024964898596	0.9841081844619859	0.9837791409225561	0.9844820793787749	0.9833420998349836	0.7283466445182724	0.8760498616491422	0.726014100877193	0.9842204317789292	0.9830294070309191	0.9829504602150537	0.9837052078032232	0.9847148976180526	0.9856623442760943	0.9828447075902115	0.7290350107758622	0.9863753849354973	0.982807787839586	0.9827913479758829	0.981848186397985	0.9827373407079647	0.9833793137678032	0.9820959363217427	0.9819246015100671	0.9822968887015178	0.9823420718816068	0.9832955121746432	0.9835724260355031	0.9857592621192622	0.9857629036402571	0.986114703157895	0.9857209699570816	0.9847095248196861	0.9810521278497987	0.98467495125053	0.9808783660714285	0.9844403449726546	0.9846094770408165	0.9831695100864554	0.9825535010309279	0.9826545664739885	0.983056064461408	0.9825734007585335	0.9837536722436724	0.9822822222222222	0.727089645232816	0.7282332236842105	0.7270780355160932	0.9855416860465117	0.7494027754056363	0.9841966980728052	0.9841884822573751	0.9809742793791576	0.8758595962389382	0.9837658037156705	0.981950848772081	0.8833698307773663	0.7832762660619804	0.7652039496459481	0.7304302323008851	0.7284825635359116	0.8751616550615962	0.72676149054505	0.9833420998349836	0.9822176786527083	0.9812231481481481	0.9821408120233289	0.9844063755065287	0.9811062878093492	0.9811139955947137	0.98178775713051
CM02_14_S245	0.9841035303643726	1.0	0.9797887761944677	0.9850030939895119	0.7266950692225774	0.7266961980830672	0.9828844926931107	0.999926326417704	0.9999465644002211	0.985095369458128	0.7297184148936172	0.9861155965202982	0.7297195319148936	0.9810341273187183	0.9811584767932491	0.981777779661017	0.9811082863157894	0.9838104420113544	0.981024629005059	0.9809726705981467	0.9840708302956662	0.7267872095435687	0.9833308758821088	0.9833495341474446	0.9848185414954805	0.9850803109048724	0.9824915036622146	0.9843099721115539	0.7468120537261699	0.7251089266155532	0.9842311844405595	0.7248030010834237	0.7271222844827586	0.7474191838487972	0.7447257672849915	0.8738875403016121	0.744552821824382	0.7472931613976707	0.7248875547866205	0.879117403375068	0.7276892565445027	0.7276582131661442	0.7277412041884815	0.7276950941422595	0.72769339958159	0.7267407120085017	0.9838504264825346	0.98349098062954	0.7271042750533049	0.9839782512315272	0.9832373310374516	0.7235465346534654	0.7307756077630235	0.9818283056603774	0.726850686378036	0.9776953378126166	0.9834816955445544	0.9833962214708369	0.9824886255742726	0.9827074348365743	0.7277175131164743	0.8769159541577827	0.726485928725702	0.9837855874785593	0.9834110997442456	0.983302024308466	0.9836657358953393	0.9842634373699543	0.9836380991029475	0.9845700852878464	0.7273575975359343	0.9852540555321835	0.9804774297872341	0.9819009432351686	0.9795891924686193	0.9807478107283035	0.9811528421052631	0.9817237550362612	0.9794481696615127	0.9796398768577494	0.9796728415300546	0.9837936331877731	0.9841144376367613	0.9857944501497647	0.9857632521367522	0.9843394353139487	0.985747891360137	0.982814901734104	0.9842457058287797	0.9828599460500964	0.9842831309904153	0.9820718237082068	0.9827881474334234	0.9847896459448333	0.983499117402165	0.9833629908485857	0.9839562052401748	0.9814661352040817	0.983253583992964	0.9792889575451871	0.7266641825902336	0.7277806133056133	0.7267907863974495	0.9833802527517327	0.7486062146892656	0.9839717632135306	0.9839410544074231	0.9836330040053405	0.8747512541073386	0.9823500938392493	0.9834276383607943	0.8776860957834463	0.7822433507073716	0.7652169976544175	0.7292828372591008	0.7277777432712218	0.8738875403016121	0.7272351724137931	0.9827074348365743	0.9813275630611372	0.9816782747603836	0.982375225464191	0.9850615885416667	0.9797703957783641	0.9817570421940929	0.981926979079498
CM02_2_S14	0.9807619182253153	0.9797753039832285	1.0	0.984066949372566	0.7237816063348416	0.7237816063348416	0.982694304113004	0.9798180856423174	0.9798007679395719	0.9837710024855012	0.7236550843644544	0.9842838861180384	0.7236180314960629	0.9843461027070063	0.9842085849056603	0.9851163050706567	0.9847396940802543	0.9801589617723718	0.9843214132165605	0.9847364825119237	0.9808351175958189	0.7243533773377339	0.9821654451901566	0.9814967021276596	0.9821477052818466	0.9859977062937063	0.9826703688853249	0.9813983006535948	0.7480064774774776	0.7221620046893317	0.9823037711864407	0.7236771169125993	0.7250855278093077	0.7473266151046407	0.7455728931364031	0.8725390146978771	0.7451163139013454	0.7472142024013723	0.722256096969697	0.8776034882418813	0.7243311211778029	0.724328335220838	0.7243302038505097	0.7243458097395243	0.7243475311438279	0.7233365212527965	0.9831618689533862	0.9837938097364896	0.7244532566168009	0.9836651800180017	0.9834723726480037	0.722396904487917	0.7259654809843401	0.9805849565936338	0.7229991870824054	0.9803258329922226	0.9840974058033781	0.983780843023256	0.9815232872570195	0.981019084201389	0.7241403405221339	0.8790696831364126	0.7241594191343963	0.9829925742135578	0.9813411360691144	0.9819525908096282	0.980287563764292	0.9823322638297873	0.9823612576153178	0.983343319380494	0.7249971188340807	0.9840952732707089	0.9831743723280219	0.9832201846032993	0.9807608571428571	0.981180735930736	0.9804613646532438	0.9812874168126094	0.9807249498596069	0.9818112556237218	0.9819473440643864	0.9843286049434437	0.9841731743351625	0.983229919210054	0.9832820700493939	0.9824520677518698	0.9831321848362494	0.9827539307897073	0.9845666305329719	0.9827260337178351	0.9845569067028984	0.9830427114870881	0.982738730017762	0.9834074821570183	0.9829595556445156	0.9827794233079696	0.9840643187660669	0.9822018752598751	0.9834717947537966	0.9817828634894993	0.7233871220604702	0.72377392575928	0.7233860961968681	0.9841539481512962	0.7479220519262981	0.9844458315050462	0.9844962138475023	0.9848162397230636	0.8752264167585446	0.9812888281938327	0.984411639898563	0.8840069658976931	0.7770402340093603	0.7621511838006231	0.7236309529276694	0.7241575280898878	0.8725390146978771	0.724281206313416	0.981019084201389	0.9801540177383592	0.9820366565481352	0.9828671247443762	0.9825087628384687	0.9796591553748871	0.9814358197424894	0.9809499958263773
CM02_5_S246	0.9864349070945947	0.9866638189935065	0.9842620103537533	1.0	0.726002176724138	0.7260032435344828	0.9862419773519163	0.9865754105691058	0.9865874847622919	0.9872206435224387	0.729605796178344	0.9876006161745828	0.7296332484076433	0.9834371518987343	0.983421894514768	0.9836370840336136	0.9836614267729753	0.9860276502963591	0.9834520261162595	0.9836531736023539	0.9863913192389008	0.72528679916318	0.9838625234441603	0.9833368996247653	0.9854756963123645	0.9850691608715809	0.9840120192307691	0.9855970012760529	0.7493651558325912	0.7251963986784141	0.9863574414414416	0.7248920474137931	0.726688864628821	0.7489299201419699	0.747113428079242	0.8754517450365726	0.7461365408252855	0.7494363427109975	0.7241420323325635	0.8794516361619523	0.7261971352502661	0.7259588723404256	0.7261253560042509	0.7260236315228967	0.726024568690096	0.7262435737351991	0.9871826104580462	0.9855207737843551	0.7285355838641189	0.9868323076923078	0.9846650544959128	0.7234606469298247	0.7262648770053477	0.9851574159755566	0.7262820869565216	0.9849975707154743	0.9867605963880722	0.9860568601583114	0.9849558478538036	0.9834226331487004	0.7267190782422295	0.8781427342465753	0.7262978992497319	0.9843989448751077	0.9868311615945135	0.9858056005110735	0.9846230884237507	0.985552716568545	0.9841450666093683	0.9847226447709595	0.7258829958246348	0.9879620963541668	0.9852040690242865	0.9848223850085179	0.9844564375815573	0.9829467424242425	0.9829454259501965	0.984810687213661	0.9844559791576205	0.9842947598253275	0.9839571834061136	0.9862608228670421	0.9863206201214223	0.9880282352941175	0.9879668059181897	0.9870305229040623	0.9881501480191556	0.9860495494736843	0.9850035413839892	0.9860588361344539	0.9851089390519188	0.9868346876310271	0.9860239764111205	0.9872148843079512	0.9872338377007609	0.9872185128855091	0.9857431401384084	0.9843980078294913	0.9846646669626999	0.9838227816593887	0.7262002688172043	0.7262763617021277	0.7263535844994616	0.9859895848303394	0.7515853243470935	0.9852321068904594	0.9853063696515219	0.9842284779706276	0.8771923300438595	0.9833917522274077	0.9832810584720443	0.8806507192699947	0.781984095665172	0.7663818933969769	0.7273513203463202	0.7260032000000001	0.8754517450365726	0.7281962670872766	0.9834226331487004	0.9834841032733977	0.9829132299861175	0.9837783138489208	0.9856373041894354	0.9848912448323381	0.9855631362242665	0.9861466347826087
CM02_91_S238	0.7256307742639041	0.7253382581322141	0.7243623007856341	0.7253131483457845	1.0	0.9999793294902913	0.7251303846153846	0.7253426862539349	0.725338132214061	0.7266981584821428	0.9941817750084204	0.7256217059483726	0.994158932300438	0.725570625	0.7255296381578945	0.7254592231947484	0.7257796074154854	0.7254774137931035	0.7255669188596491	0.7254106892778995	0.7256196401308614	0.9209038817252112	0.7283377575107296	0.7254386588235294	0.7250805396475771	0.7230466052934408	0.7275948115299334	0.7246004449152544	0.7329330088495576	0.9196507253158634	0.7233168665158372	0.9936843815655713	0.8112188451986755	0.7297266058002146	0.734051006097561	0.7290294883720931	0.7273682203389831	0.7328766563786008	0.9906321266294228	0.7253064043583536	0.9187933225954901	0.9187656499770327	0.9187715296279284	0.9188585386029412	0.9188686580882353	0.9831018632893826	0.7262735540838852	0.7278568479467259	0.9944264394195073	0.7262377728776186	0.7257104745370372	0.9932536241158642	0.9185551367099956	0.7263040329670329	0.9822679008947007	0.729681770386266	0.7252375494505495	0.7264810758776897	0.7306766703056767	0.7271757205240175	0.9191850045578852	0.72434	0.9956037432432434	0.7257583816964287	0.7285772324324324	0.7283290529875985	0.7254738546255507	0.7268990357529795	0.7337749629629629	0.7255351447661471	0.8111119766957968	0.7256647019122611	0.7299250434782608	0.7305630752453652	0.726190116896918	0.7260365714285715	0.7247209492273732	0.7255734683281413	0.7263283651804671	0.7251545775401071	0.7265312646121148	0.7301566666666668	0.7301548135964911	0.7246778305084746	0.7249241534988713	0.7245391079295155	0.7245566289592761	0.7255472928176795	0.7269674429223744	0.7261376153846155	0.7276260909090909	0.7262613586956522	0.7255801878453039	0.7263826893523602	0.7320650106157113	0.7317372929936304	0.727021894510226	0.7265286108165429	0.727001868743048	0.7263294792773644	0.9829344152249134	0.9200077508802816	0.9829259155417099	0.7250106770255272	0.7367470912738214	0.7249287513812155	0.7248308388520971	0.7253219932432432	0.7280860828402368	0.7269252417582418	0.7265434030837006	0.7416728270509978	0.725319882491187	0.7346857464212679	0.9843012687634024	0.9206525549081129	0.7290294883720931	0.9953138409475466	0.7271757205240175	0.7231888663484487	0.7276267469879518	0.7275382080924855	0.7274315175537939	0.7252070197044335	0.7258765643447462	0.7235604608294931
CM03_34_S239	0.7256840481400437	0.7256894947368422	0.7246877914798207	0.7255735965848453	0.999979332524272	1.0	0.7258087202718007	0.7256939578947369	0.7256897578947369	0.7268941852678572	0.9942986421832886	0.7258173512906846	0.9942753335579515	0.7254404395604394	0.7253992637362637	0.7253062171052631	0.7256278032786884	0.7256121103896105	0.7255070407040703	0.7252575767543858	0.7256725601750549	0.9206656544968833	0.7287996645021646	0.72595625	0.725553650442478	0.723643632183908	0.727032641509434	0.7249032692307692	0.7324382483370288	0.919773762283575	0.7237194090909091	0.9937438813559323	0.8109814403973509	0.7297011650485438	0.7341548469387756	0.728687030162413	0.7273029286474973	0.7326101035196687	0.9907671247199404	0.7253468592057764	0.9184941877588588	0.9184661506660543	0.9184719246669728	0.9185595450367647	0.918569572610294	0.9830796835883172	0.7267058849557522	0.7282730188679246	0.9943921670047329	0.7264772375690606	0.72536843387471	0.9932166408094435	0.918657407075683	0.7263168839779006	0.982303849862259	0.7295699143468953	0.7257139493949396	0.7259505536723164	0.730190396039604	0.7274061403508771	0.9192416590701915	0.7245517205542725	0.9956395503718729	0.7256369730941704	0.7284351623376624	0.7280415837104073	0.725961286031042	0.7269521776814735	0.7341007953340403	0.7256081634938409	0.8111812697751875	0.7259061079865018	0.7297472796517954	0.7303977838427949	0.7257995430393198	0.72647344	0.7251727574750831	0.7256037823834197	0.725937855626327	0.7253281769722816	0.7263077436440678	0.7306301632208922	0.7306243406593407	0.7253144760820047	0.7255620364050056	0.7248573289183223	0.7251930330672748	0.7259450166481688	0.7267991609195401	0.7265357726269316	0.7273625371428571	0.7266687103825137	0.7259799556048835	0.7265844994499449	0.7323245106382978	0.7319815319148936	0.72676451995685	0.7261224894067796	0.7270372253052164	0.726107341101695	0.983057700312175	0.9200646654929578	0.9830482303955588	0.7250631444444445	0.736335433467742	0.7247936333333332	0.7246986126526082	0.7250382711864407	0.7282250707547171	0.7275018441273327	0.7267541786108049	0.7415863495575222	0.7249931505250875	0.7349204815573771	0.9845367335243552	0.9203614516129033	0.728687030162413	0.9953745297699595	0.7274061403508771	0.7233537620192309	0.7271908948004837	0.7269101963048499	0.7272135153583618	0.7253931851851851	0.7263033650416171	0.7240969373549885
CM03_42_S4	0.9837280549770928	0.9839218925723877	0.9831907961650689	0.9859940235396687	0.7264107117852976	0.7264122637106185	1.0	0.9839311265237496	0.9839106974789915	0.988998020793223	0.7303663448275861	0.9888959190751444	0.7303573448275862	0.9838980505569838	0.9839882976040353	0.9839023189045937	0.9838639871520342	0.9835507849686848	0.9839035674518202	0.9838300984589041	0.9837363572023314	0.726205210466439	0.9843089401934917	0.9825974927395934	0.9851771229404309	0.9844423301435405	0.9850053920335431	0.9856967578125	0.7487092795389049	0.7245700119617224	0.9858222151321787	0.725089731621937	0.726299292237443	0.7489083255813952	0.7462518471337579	0.875357278203724	0.746026247723133	0.7489554986276303	0.7247660097919217	0.878544549019608	0.7266059033371691	0.7266740668202765	0.7266483640552995	0.7266686405529954	0.7266699884792627	0.7260083157894737	0.98656399661304	0.9855313900769889	0.7265209228971962	0.9861607010752689	0.985459589041096	0.7239238259833135	0.7295805286839145	0.9829958382726504	0.7259447018348624	0.9822190398030367	0.984527374732334	0.9845070593047036	0.9845292801724138	0.9843236490939045	0.7267186171428571	0.8820265968008826	0.7256421420389463	0.985520501981506	0.9842087387772552	0.9844430596699113	0.9830948146551723	0.9864252647058824	0.9865967277486912	0.9856458743633277	0.7269480337078652	0.990207202609363	0.9855410231425092	0.9857046786004883	0.9842562331838565	0.9835864825452939	0.9832334952298353	0.9844293209109732	0.9842088099106419	0.9850212730249693	0.9849329979550103	0.9867848008385743	0.9869110191082803	0.9859474406332455	0.9859568977621764	0.9895185549821358	0.9858661254936375	0.9849796223958334	0.9835177141548329	0.9849975314533622	0.9835984005499541	0.9850559132321042	0.9849596313963573	0.9857161957379638	0.9854123998413328	0.9853232725832013	0.9833994000882222	0.9851181393442623	0.985017043970396	0.9847860425183973	0.7260213752913753	0.7267785485714285	0.7260778413068845	0.9843720558799	0.7500265498652291	0.9837875199645075	0.9838600532150777	0.981113315018315	0.8766764685908319	0.9839035689802913	0.9837288315217392	0.8865951995957555	0.7795430516080778	0.7635824635332253	0.7283812050984936	0.7270574715261959	0.875357278203724	0.7263140459770115	0.9843236490939045	0.9841072334429309	0.9843290277146752	0.9850648087666524	0.9859904170616115	0.9814607511312217	0.982009678663239	0.9826997760265449
CM03_47_S15	0.9838744264943458	0.999966935840708	0.9793329184013323	0.9844439179404667	0.7263653239740822	0.7263666414686826	0.9820765805914202	1.0	0.999968990876417	0.9842863982011447	0.7297769924812031	0.9855162886597938	0.7297780558539205	0.9802402642617449	0.9804063869072599	0.9809348861720067	0.9803121826560536	0.9836855236554791	0.9802483403185248	0.9801754903604359	0.9838358966074314	0.726658389121339	0.9836115813566376	0.9831694115004492	0.9848149342105263	0.9848272491909384	0.982148	0.9843868347895155	0.7466631277150304	0.7252032745314223	0.9843023714036616	0.7253930316248637	0.7268746753246754	0.7476645336787564	0.7446284569983136	0.8730661919504644	0.745194620630861	0.7470324376039933	0.7250072305909617	0.8776815837837838	0.7275527695560254	0.727600337909187	0.7276227484143764	0.7277527513227513	0.7277510264550264	0.7265462863293864	0.9832406599190283	0.983925	0.7273809314775161	0.9837531313958248	0.9828354817987152	0.7242265299334811	0.7309728674203495	0.981234542042042	0.7262845894736841	0.9768498552338531	0.9828779785920132	0.9825720176174497	0.9820331781762687	0.9830431306865178	0.7278974340021118	0.8761374722955144	0.7264710292524378	0.9840133219031292	0.9830690662139219	0.9830519137353433	0.9832509087187884	0.9843326361746363	0.9836404473796335	0.9849084929757344	0.727034193216855	0.9848144621848739	0.9796348328396106	0.9809318177966101	0.9792538512671375	0.9803758851674641	0.9811537936842106	0.9814452440500202	0.9793279286010793	0.9794502611625947	0.9793981169102296	0.9839260861993904	0.9840189508053984	0.9849632934643316	0.9850534343003413	0.9837054897015555	0.9850972533105511	0.9826696032357473	0.9829804255319148	0.9826433128362798	0.982993455782313	0.982360623811335	0.9826409062861551	0.9850006562113083	0.983705160483535	0.983416761032473	0.9837740581597223	0.981242067653277	0.983581356453029	0.9793149895528624	0.7263637834941049	0.7277596652719666	0.7264217274678112	0.9825973092532467	0.7483458656957929	0.9835490311710193	0.9835241282481141	0.9830472827525365	0.8734299512195122	0.9821305408702725	0.9822500965575146	0.8770204685890834	0.7810749664929263	0.7645578081123244	0.7290728249194416	0.727617947643979	0.8730661919504644	0.7278323028391168	0.9830431306865178	0.9810946658152406	0.9814157149321269	0.9819074326115775	0.9847428241949523	0.9798954266958424	0.9818927491554056	0.9819242809364549
CM03_84_S248	0.9838421957137081	0.9999740232108318	0.9791909962484369	0.9846363143086818	0.7264559365079365	0.7264570158730159	0.9824795253955038	0.9998939496263494	1.0	0.9844775234598123	0.7293821504237289	0.9856764717990943	0.7293833792372881	0.9807049811320754	0.9808855224506925	0.9814550420875421	0.9807902383939774	0.9834187399030694	0.9807021174004195	0.9806453327752198	0.9838441932875049	0.7274248159831757	0.9835238637307854	0.9831438402527077	0.9851169053497942	0.9846849722991691	0.9819056585156585	0.98395648456057	0.7473779809358752	0.7256501657458563	0.9839159694323144	0.7244119892473119	0.7266614594594595	0.7484146481320592	0.7459945385266724	0.8730571981424149	0.7459250343053173	0.7477249875311721	0.7244301609195403	0.8784345232936077	0.7277676931216931	0.7277778541226216	0.7277610570824525	0.7278616613756613	0.7278762010582012	0.7268818432203391	0.9830616653160454	0.9837903875656037	0.7276289798087142	0.9836613041700736	0.9827808790737563	0.7234108114035087	0.7313862654320987	0.9817491474915128	0.7265958700209643	0.9771736983240225	0.9823485118560916	0.9826774831649832	0.9821413652007647	0.9829089384551839	0.7283658668076108	0.8761822967265047	0.726092973262032	0.9833328121005539	0.9828370198395948	0.9831044862155388	0.9833498448979592	0.983923876033058	0.9829335662854721	0.9841719238900635	0.7274953948717948	0.9852253575909662	0.979387243128964	0.9808555908513342	0.9791758464730292	0.9798412152777778	0.9812975062972293	0.9815939468385019	0.9792639220563847	0.9794403578947369	0.9798219373695198	0.983545593886463	0.983791904553415	0.985764120409906	0.9857170502983802	0.9841662914741706	0.9857273324797268	0.9829270585967618	0.9833035168334852	0.9830480023139221	0.9833990664845174	0.9822715548780486	0.9830094097222223	0.9842912103746397	0.9831971708333334	0.9829783873649212	0.983816029539531	0.9813281157583439	0.983386202809482	0.9792815060492283	0.7267823068783069	0.7283002405857741	0.7269135063559322	0.9830338615071282	0.7492245682001614	0.9832593608074013	0.9833300376569036	0.9832330248007085	0.8743039529797705	0.9823966070702966	0.9826814863157896	0.8776340998959418	0.7814969649515286	0.7651148759689923	0.7296501822079313	0.7279277405857739	0.8730571981424149	0.7273332606438214	0.9829089384551839	0.9815911592356688	0.9808408321964529	0.9818711606354811	0.9849046535947712	0.9797201710526315	0.9811384991568296	0.9816344435181326
CM06_11_S6	0.9863911282264779	0.9855111384111384	0.9849732350498339	0.9865913836477986	0.7264970068027211	0.7264995238095239	0.9889207595419848	0.9855339221311477	0.9855443903436988	1.0	0.7301262305986699	0.9997545270952541	0.730119179600887	0.984504137494728	0.9845597681159421	0.9847770504871568	0.985134015979815	0.9860915060492282	0.9845179612468408	0.9851173442760943	0.9863606791666668	0.7266002455357143	0.9852451127179923	0.9850732557034221	0.9859410182435299	0.9844970533208607	0.984706958487464	0.9858445941422594	0.7481010036832413	0.7255418138987044	0.9860038906605922	0.7252389039548024	0.726179967177243	0.7479300896860989	0.744514198943662	0.8748216457765667	0.7454454361233481	0.7481998954703833	0.7240293697978596	0.8791835845896148	0.7273517547806525	0.7274395495495496	0.727550112866817	0.7273956981981983	0.7275117474633597	0.7268652218430036	0.9860933762458473	0.9862463697762769	0.7262227519818799	0.9861647326315789	0.9858575938864629	0.7239706789413118	0.7272312684031711	0.9839397060008055	0.7263218897637794	0.9846385643970468	0.9864400505263157	0.9846864641995172	0.9834294418406476	0.9854619706498952	0.7269378506787331	0.8770255473624503	0.7262910579064589	0.9846377959535083	0.9856556211723535	0.9844830523130134	0.9848121100128922	0.9858607623126338	0.9854903059026282	0.9851472866894199	0.7255474837310196	0.9918001930215291	0.9858930357860877	0.9859460104250201	0.985701868263473	0.9837719282903368	0.983829356076759	0.9859280083507308	0.9856922799365583	0.9858198764447987	0.9857293011182108	0.9848560298638559	0.9849387945446547	0.9862475032566218	0.9862565799739923	0.9920645866773675	0.9862727596697088	0.9852108076602831	0.9836989338731443	0.9851118166666667	0.9837190716538982	0.985211404378356	0.9850826278586279	0.9858495799299885	0.9853264941176471	0.9852438455507645	0.9848784721622788	0.9858819144684253	0.9848744487847222	0.9856739241516965	0.726765633484163	0.7273750393700787	0.7268127859569649	0.9864127254264827	0.7487787755102042	0.9831691179039302	0.9833050763858577	0.9822473830935252	0.8771802423900789	0.9849431581214995	0.9849382843137255	0.8899067578319244	0.7808697205438067	0.763898493485342	0.7274908843537415	0.7272374555555555	0.8748216457765667	0.7263229808773904	0.9854619706498952	0.9854944611186903	0.984210065992081	0.9845426004228329	0.9858633040259139	0.9830282069580731	0.9832149083936941	0.9834806705298013
